date,code,long_balance,short_balance,ratio,unit,status,source_url,fetched_at
2026-07-24,1969,333.0,20.2,16.49,千株,OK,https://kabutan.jp/stock/?code=1969,2026-08-29T10:38:51.564627+09:00
2026-07-31,1969,338.1,23.0,14.7,千株,OK,https://kabutan.jp/stock/?code=1969,2026-08-29T10:38:51.564627+09:00
2026-08-07,1969,379.2,24.4,15.54,千株,OK,https://kabutan.jp/stock/?code=1969,2026-08-29T10:38:51.564627+09:00
2026-08-14,1969,345.2,33.6,10.27,千株,OK,https://kabutan.jp/stock/?code=1969,2026-08-29T10:38:51.564627+09:00
2026-08-21,1969,360.6,35.4,10.19,千株,OK,https://kabutan.jp/stock/?code=1969,2026-08-29T10:38:51.564627+09:00
2026-08-28,1969,361.5,33.0,10.95,千株,OK,https://kabutan.jp/stock/?code=1969,2026-09-05T04:06:11.914566+09:00
