date,code,open,high,low,close,volume,status,source_primary,value_primary,source_secondary,value_secondary,fetched_at
2026-01-19,growth250,733.9,748.56,732.38,,409280500,SINGLE_SOURCE,kabutan,748.44,,,2026-08-12T14:26:15.916612+09:00
2026-01-20,growth250,747.41,748.63,731.48,,327019400,SINGLE_SOURCE,kabutan,733.72,,,2026-08-12T14:26:15.916612+09:00
2026-01-21,growth250,722.36,726.46,717.48,,318027900,SINGLE_SOURCE,kabutan,720.8,,,2026-08-12T14:26:15.916612+09:00
2026-01-22,growth250,724.59,726.76,715.87,,276931400,SINGLE_SOURCE,kabutan,715.87,,,2026-08-12T14:26:15.916612+09:00
2026-01-23,growth250,718.18,732.47,714.81,,251398700,SINGLE_SOURCE,kabutan,728.89,,,2026-08-12T14:26:15.916612+09:00
2026-01-26,growth250,725.4,731.47,718.14,,272039200,SINGLE_SOURCE,kabutan,719.07,,,2026-08-12T14:26:15.916612+09:00
2026-01-27,growth250,717.96,719.25,710.58,,241500600,SINGLE_SOURCE,kabutan,716.55,,,2026-08-12T14:26:15.916612+09:00
2026-01-28,growth250,713.35,713.35,702.38,,237479200,SINGLE_SOURCE,kabutan,704.52,,,2026-08-12T14:26:15.916612+09:00
2026-01-29,growth250,703.07,707.77,697.4,,239266000,SINGLE_SOURCE,kabutan,705.67,,,2026-08-12T14:26:15.916612+09:00
2026-01-30,growth250,703.06,710.23,701.0,,207424900,SINGLE_SOURCE,kabutan,708.44,,,2026-08-12T14:26:15.916612+09:00
2026-02-02,growth250,707.37,719.57,704.87,,251105000,SINGLE_SOURCE,kabutan,705.26,,,2026-08-12T14:26:15.916612+09:00
2026-02-03,growth250,708.2,716.58,706.74,,232412200,SINGLE_SOURCE,kabutan,715.44,,,2026-08-12T14:26:15.916612+09:00
2026-02-04,growth250,712.68,712.68,704.75,,257455000,SINGLE_SOURCE,kabutan,710.08,,,2026-08-12T14:26:15.916612+09:00
2026-02-05,growth250,708.15,720.58,706.47,,229033600,SINGLE_SOURCE,kabutan,712.01,,,2026-08-12T14:26:15.916612+09:00
2026-02-06,growth250,706.65,710.62,694.23,,260577400,SINGLE_SOURCE,kabutan,710.62,,,2026-08-12T14:26:15.916612+09:00
2026-02-09,growth250,718.27,719.09,712.71,,257217700,SINGLE_SOURCE,kabutan,714.96,,,2026-08-12T14:26:15.916612+09:00
2026-02-10,growth250,718.03,734.19,718.03,,272801400,SINGLE_SOURCE,kabutan,733.09,,,2026-08-12T14:26:15.916612+09:00
2026-02-12,growth250,732.16,739.8,731.6,,272739000,SINGLE_SOURCE,kabutan,735.65,,,2026-08-12T14:26:15.916612+09:00
2026-02-13,growth250,731.26,734.54,720.02,,276132900,SINGLE_SOURCE,kabutan,722.48,,,2026-08-12T14:26:15.916612+09:00
2026-02-16,growth250,726.25,742.72,725.83,,338177000,SINGLE_SOURCE,kabutan,742.72,,,2026-08-12T14:26:15.916612+09:00
2026-02-17,growth250,742.25,747.4,733.54,,295466800,SINGLE_SOURCE,kabutan,739.93,,,2026-08-12T14:26:15.916612+09:00
2026-02-18,growth250,743.09,763.95,741.81,,324085300,SINGLE_SOURCE,kabutan,759.29,,,2026-08-12T14:26:15.916612+09:00
2026-02-19,growth250,759.88,761.69,750.76,,331600000,SINGLE_SOURCE,kabutan,760.63,,,2026-08-12T14:26:15.916612+09:00
2026-02-20,growth250,760.63,764.96,745.01,,396143900,SINGLE_SOURCE,kabutan,745.89,,,2026-08-12T14:26:15.916612+09:00
2026-02-24,growth250,743.76,744.45,728.94,,326791600,SINGLE_SOURCE,kabutan,728.94,,,2026-08-12T14:26:15.916612+09:00
2026-02-25,growth250,732.89,744.84,732.89,,275086700,SINGLE_SOURCE,kabutan,735.47,,,2026-08-12T14:26:15.916612+09:00
2026-02-26,growth250,741.39,751.23,741.17,,314538200,SINGLE_SOURCE,kabutan,749.03,,,2026-08-12T14:26:15.916612+09:00
2026-02-27,growth250,754.18,777.7,754.18,,371147200,SINGLE_SOURCE,kabutan,777.7,,,2026-08-12T14:26:15.916612+09:00
2026-03-02,growth250,767.03,772.59,757.15,,299633200,SINGLE_SOURCE,kabutan,768.64,,,2026-08-12T14:26:15.916612+09:00
2026-03-03,growth250,768.26,775.06,744.18,,377751500,SINGLE_SOURCE,kabutan,744.33,,,2026-08-12T14:26:15.916612+09:00
2026-03-04,growth250,734.51,744.82,702.89,,439377000,SINGLE_SOURCE,kabutan,713.2,,,2026-08-12T14:26:15.916612+09:00
