period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
C2023-09_2024-05,4440,eps,,JPY,0.1,SINGLE_SOURCE,kabutan_ytd3q,40.5,40.5,,,,kabutan_ytd3q=40.5,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2023-09_2024-05,4440,net_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,165,165,,,,kabutan_ytd3q=165,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2023-09_2024-05,4440,operating_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,209,209,,,,kabutan_ytd3q=209,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2023-09_2024-05,4440,ordinary_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,264,264,,,,kabutan_ytd3q=264,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2023-09_2024-05,4440,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,2438,"2,438",,,,kabutan_ytd3q=2438,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2024-09_2025-05,4440,eps,,JPY,0.1,SINGLE_SOURCE,kabutan_ytd3q,84.5,84.5,,,,kabutan_ytd3q=84.5,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2024-09_2025-05,4440,net_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,336,336,,,,kabutan_ytd3q=336,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2024-09_2025-05,4440,operating_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,466,466,,,,kabutan_ytd3q=466,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2024-09_2025-05,4440,ordinary_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,485,485,,,,kabutan_ytd3q=485,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2024-09_2025-05,4440,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,3680,"3,680",,,,kabutan_ytd3q=3680,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,eps,,JPY,0.1,SINGLE_SOURCE,kabutan_ytd3q,103.1,103.1,,,,kabutan_ytd3q=103.1,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,equity,,JPY_million,1,SINGLE_SOURCE,kabutan_bs,3188,"3,188",,,,kabutan_bs=3188,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,equity_ratio,,pct,0.1,SINGLE_SOURCE,kabutan_bs,67.3,67.3,,,,kabutan_bs=67.3,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,net_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,411,411,,,,kabutan_ytd3q=411,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,operating_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,586,586,,,,kabutan_ytd3q=586,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,ordinary_income,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,606,606,,,,kabutan_ytd3q=606,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,retained_earnings,,JPY_million,1,SINGLE_SOURCE,kabutan_bs,2171,"2,171",,,,kabutan_bs=2171,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
C2025-09_2026-05,4440,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_ytd3q,4297,"4,297",,,,kabutan_ytd3q=4297,https://kabutan.jp/stock/finance?code=4440,,2026-08-31T01:24:49.228521+09:00
