period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2002-03,6647,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,5550,"5,550",,,,kabutan_fy10=5550,https://kabutan.jp/stock/finance?code=6647,,2026-08-31T01:24:49.228521+09:00
FY2003-03,6647,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,5176,"5,176",,,,kabutan_fy10=5176,https://kabutan.jp/stock/finance?code=6647,,2026-08-31T01:24:49.228521+09:00
FY2004-03,6647,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,4485,"4,485",,,,kabutan_fy10=4485,https://kabutan.jp/stock/finance?code=6647,,2026-08-31T01:24:49.228521+09:00
FY2005-03,6647,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,6960,"6,960",,,,kabutan_fy10=6960,https://kabutan.jp/stock/finance?code=6647,,2026-08-31T01:24:49.228521+09:00
FY2006-03,6647,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,5546,"5,546",,,,kabutan_fy10=5546,https://kabutan.jp/stock/finance?code=6647,,2026-08-31T01:24:49.228521+09:00
FY2007-03,6647,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,5823,"5,823",,,,kabutan_fy10=5823,https://kabutan.jp/stock/finance?code=6647,,2026-08-31T01:24:49.228521+09:00
FY2008-03,6647,capex,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-263,-2.63億,,,,irbank_cf=-263,https://irbank.net/E01912/results,,2026-08-31T01:24:49.228521+09:00
FY2008-03,6647,cash_equivalents,,JPY_million,1,SINGLE_SOURCE,irbank_cf,613,6.13億,,,,irbank_cf=613,https://irbank.net/E01912/results,,2026-08-31T01:24:49.228521+09:00
FY2008-03,6647,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,83.31,83.31,,,,irbank_pl_consolidated=83.31,https://irbank.net/E01912/results,,2026-08-31T01:24:49.228521+09:00
FY2008-03,6647,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,40.42,40.42,,,,irbank_bs=40.42,https://irbank.net/E01912/results,,2026-08-31T01:24:49.228521+09:00
FY2008-03,6647,financing_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,157,1.57億,,,,irbank_cf=157,https://irbank.net/E01912/results,,2026-08-31T01:24:49.228521+09:00
FY2008-03,6647,free_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-414,-414百万,,,,irbank_cf=-414,https://irbank.net/E01912/results,,2026-08-31T01:24:49.228521+09:00
