period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2015-03,6570,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_consolidated,10.41,10.41,,,,irbank_pl_consolidated=10.41,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2015-03,6570,net_assets,,JPY_million,10,SINGLE_SOURCE,irbank_bs,1720,17.2億,,,,irbank_bs=1720,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2015-03,6570,net_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,51,0.51億,,,,irbank_pl_consolidated=51,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2015-03,6570,ordinary_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,216,2.16億,,,,irbank_pl_consolidated=216,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2015-03,6570,revenue,13267,JPY_million,100,OK|ROUNDING|NONCONSOLIDATED|PERIOD_CHANGED|PERIOD_ASTERISK,kabutan_fy10,13267,"13,267",irbank_pl_consolidated,13300,133億,kabutan_fy10=13267|irbank_pl_consolidated=13300,https://kabutan.jp/stock/finance?code=6570,https://irbank.net/E33822/results,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,bps,,JPY,0.01,SINGLE_SOURCE,irbank_bs,375.14,375.14,,,,irbank_bs=375.14,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,capex,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-981,-9.81億,,,,irbank_cf=-981,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,cash_equivalents,,JPY_million,10,SINGLE_SOURCE,irbank_cf,1310,13.1億,,,,irbank_cf=1310,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,57.86,57.86,,,,irbank_pl_consolidated=57.86,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_consolidated,27.36,27.36,,,,irbank_pl_consolidated=27.36,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,equity,,JPY_million,10,SINGLE_SOURCE,irbank_bs,1820,18.2億,,,,irbank_bs=1820,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,22.2,22.2,,,,irbank_bs=22.2,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,financing_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-254,-2.54億,,,,irbank_cf=-254,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,free_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,422,4.22億,,,,irbank_cf=422,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,interest_bearing_debt,,JPY_million,10,SINGLE_SOURCE,irbank_bs,3990,39.9億,,,,irbank_bs=3990,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,interest_bearing_debt_ratio,,x,0.001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,2.159,215.9,,,,irbank_bs=2.159,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,investing_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-774,-7.74億,,,,irbank_cf=-774,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,net_assets,,JPY_million,10,SINGLE_SOURCE,irbank_bs,1850,18.5億,,,,irbank_bs=1850,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,net_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,135,1.35億,,,,irbank_pl_consolidated=135,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,operating_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,1200,12億,,,,irbank_cf=1200,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,operating_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,185,1.85億,,,,irbank_pl_consolidated=185,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,operating_margin,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,1.65,1.65,,,,irbank_pl_consolidated=1.65,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,ordinary_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,212,2.12億,,,,irbank_pl_consolidated=212,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,retained_earnings,,JPY_million,10,SINGLE_SOURCE,irbank_bs,1490,14.9億,,,,irbank_bs=1490,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,revenue,11298,JPY_million,100,OK|ROUNDING|PERIOD_ASTERISK,kabutan_fy10,11298,"11,298",irbank_pl_consolidated,11300,113億,kabutan_fy10=11298|irbank_pl_consolidated=11300,https://kabutan.jp/stock/finance?code=6570,https://irbank.net/E33822/results,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,roa,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,1.62,1.62,,,,irbank_pl_consolidated=1.62,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,roe,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,7.29,7.29,,,,irbank_pl_consolidated=7.29,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,sga_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,40.49,40.49,,,,irbank_pl_consolidated=40.49,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2016-03,6570,total_assets,,JPY_million,10,SINGLE_SOURCE,irbank_bs,8320,83.2億,,,,irbank_bs=8320,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,bps,,JPY,0.1,SINGLE_SOURCE,irbank_bs,438.3,438.3,,,,irbank_bs=438.3,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,capex,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-718,-7.18億,,,,irbank_cf=-718,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,cash_equivalents,,JPY_million,10,SINGLE_SOURCE,irbank_cf,1450,14.5億,,,,irbank_cf=1450,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,56.04,56.04,,,,irbank_pl_consolidated=56.04,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_consolidated,63.32,63.32,,,,irbank_pl_consolidated=63.32,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,equity,,JPY_million,10,SINGLE_SOURCE,irbank_bs,2110,21.1億,,,,irbank_bs=2110,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,23.9,23.9,,,,irbank_bs=23.9,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,financing_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,197,1.97億,,,,irbank_cf=197,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,free_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-51,-0.51億,,,,irbank_cf=-51,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,interest_bearing_debt,,JPY_million,10,SINGLE_SOURCE,irbank_bs,4350,43.5億,,,,irbank_bs=4350,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,2.0115,201.15,,,,irbank_bs=2.0115,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1090,-10.9億,,,,irbank_cf=-1090,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,net_assets,,JPY_million,10,SINGLE_SOURCE,irbank_bs,2160,21.6億,,,,irbank_bs=2160,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,net_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,312,3.12億,,,,irbank_pl_consolidated=312,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,operating_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,1040,10.4億,,,,irbank_cf=1040,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,operating_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,312,3.12億,,,,irbank_pl_consolidated=312,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,operating_margin,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,2.64,2.64,,,,irbank_pl_consolidated=2.64,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,ordinary_income,,JPY_million,1,MISMATCH,kabutan_record_fy,3003,"3,003",irbank_pl_consolidated,304,3.04億,kabutan_record_fy=3003|irbank_pl_consolidated=304,https://kabutan.jp/stock/finance?code=6570,https://irbank.net/E33822/results,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,retained_earnings,,JPY_million,10,SINGLE_SOURCE,irbank_bs,1780,17.8億,,,,irbank_bs=1780,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,revenue,11833,JPY_million,100,OK|ROUNDING|PERIOD_ASTERISK,kabutan_fy10,11833,"11,833",irbank_pl_consolidated,11800,118億,kabutan_fy10=11833|irbank_pl_consolidated=11800,https://kabutan.jp/stock/finance?code=6570,https://irbank.net/E33822/results,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,roa,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,3.45,3.45,,,,irbank_pl_consolidated=3.45,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,roe,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,14.45,14.45,,,,irbank_pl_consolidated=14.45,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,sga_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,41.32,41.32,,,,irbank_pl_consolidated=41.32,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2017-03,6570,total_assets,,JPY_million,10,SINGLE_SOURCE,irbank_bs,9050,90.5億,,,,irbank_bs=9050,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,bps,,JPY,0.01,SINGLE_SOURCE,irbank_bs,550.48,550.48,,,,irbank_bs=550.48,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1190,-11.9億,,,,irbank_cf=-1190,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,cash_equivalents,,JPY_million,10,SINGLE_SOURCE,irbank_cf,3230,32.3億,,,,irbank_cf=3230,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,55.15,55.15,,,,irbank_pl_consolidated=55.15,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_consolidated,52.11,52.11,,,,irbank_pl_consolidated=52.11,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,equity,,JPY_million,10,SINGLE_SOURCE,irbank_bs,3140,31.4億,,,,irbank_bs=3140,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,29.6,29.6,,,,irbank_bs=29.6,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,financing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,1380,13.8億,,,,irbank_cf=1380,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,free_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,398,3.98億,,,,irbank_cf=398,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,interest_bearing_debt,,JPY_million,10,SINGLE_SOURCE,irbank_bs,5080,50.8億,,,,irbank_bs=5080,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,1.5823,158.23,,,,irbank_bs=1.5823,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1210,-12.1億,,,,irbank_cf=-1210,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,net_assets,,JPY_million,10,SINGLE_SOURCE,irbank_bs,3210,32.1億,,,,irbank_bs=3210,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,net_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,249,2.49億,,,,irbank_pl_consolidated=249,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,operating_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,1610,16.1億,,,,irbank_cf=1610,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,operating_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,526,5.26億,,,,irbank_pl_consolidated=526,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,operating_margin,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,4.06,4.06,,,,irbank_pl_consolidated=4.06,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,ordinary_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,450,4.5億,,,,irbank_pl_consolidated=450,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,retained_earnings,,JPY_million,10,SINGLE_SOURCE,irbank_bs,2010,20.1億,,,,irbank_bs=2010,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,revenue,12960,JPY_million,100,OK|ROUNDING,kabutan_fy10,12960,"12,960",irbank_pl_consolidated,13000,130億,kabutan_fy10=12960|irbank_pl_consolidated=13000,https://kabutan.jp/stock/finance?code=6570,https://irbank.net/E33822/results,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,roa,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,2.29,2.29,,,,irbank_pl_consolidated=2.29,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,roe,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,7.75,7.75,,,,irbank_pl_consolidated=7.75,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,sga_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,40.79,40.79,,,,irbank_pl_consolidated=40.79,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2018-03,6570,total_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,10800,108億,,,,irbank_bs=10800,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,bps,,JPY,0.1,SINGLE_SOURCE,irbank_bs,566.9,566.9,,,,irbank_bs=566.9,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1670,-16.7億,,,,irbank_cf=-1670,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,cash_equivalents,,JPY_million,10,SINGLE_SOURCE,irbank_cf,2680,26.8億,,,,irbank_cf=2680,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,60.04,60.04,,,,irbank_pl_consolidated=60.04,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,eps,,JPY,0.1,SINGLE_SOURCE,irbank_pl_consolidated,129.1,129.1,,,,irbank_pl_consolidated=129.1,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,equity,,JPY_million,10,SINGLE_SOURCE,irbank_bs,3250,32.5億,,,,irbank_bs=3250,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,30.5,30.5,,,,irbank_bs=30.5,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,financing_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-485,-4.85億,,,,irbank_cf=-485,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,free_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-202,-2.02億,,,,irbank_cf=-202,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,interest_bearing_debt,,JPY_million,10,SINGLE_SOURCE,irbank_bs,4850,48.5億,,,,irbank_bs=4850,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,1.4689,146.89,,,,irbank_bs=1.4689,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1560,-15.6億,,,,irbank_cf=-1560,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,3300,33億,,,,irbank_bs=3300,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,net_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_consolidated,752,7.52億,,,,irbank_pl_consolidated=752,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,operating_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,1360,13.6億,,,,irbank_cf=1360,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,operating_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,360,3.6億,,,,irbank_pl_consolidated=360,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,operating_margin,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,3.12,3.12,,,,irbank_pl_consolidated=3.12,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,ordinary_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,490,4.9億,,,,irbank_pl_consolidated=490,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,retained_earnings,,JPY_million,10,SINGLE_SOURCE,irbank_bs,2120,21.2億,,,,irbank_bs=2120,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,revenue,11543,JPY_million,100,OK|ROUNDING|NONCONSOLIDATED,kabutan_fy10,11543,"11,543",irbank_pl_consolidated,11500,115億,kabutan_fy10=11543|irbank_pl_consolidated=11500,https://kabutan.jp/stock/finance?code=6570,https://irbank.net/E33822/results,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,roa,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,6.95,6.95,,,,irbank_pl_consolidated=6.95,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,roe,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,22.77,22.77,,,,irbank_pl_consolidated=22.77,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,sga_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,36.85,36.85,,,,irbank_pl_consolidated=36.85,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2019-03,6570,total_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,10800,108億,,,,irbank_bs=10800,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,bps,,JPY,0.01,SINGLE_SOURCE,irbank_bs,547.13,547.13,,,,irbank_bs=547.13,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1630,-16.3億,,,,irbank_cf=-1630,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,cash_equivalents,,JPY_million,10,SINGLE_SOURCE,irbank_cf,2180,21.8億,,,,irbank_cf=2180,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,54.01,54.01,,,,irbank_pl_consolidated=54.01,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_consolidated,6.55,6.55,,,,irbank_pl_consolidated=6.55,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,equity,,JPY_million,10,SINGLE_SOURCE,irbank_bs,3240,32.4億,,,,irbank_bs=3240,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,31.6,31.6,,,,irbank_bs=31.6,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
FY2020-03,6570,financing_cf,,JPY_million,1,SINGLE_SOURCE,irbank_cf,-429,-4.29億,,,,irbank_cf=-429,https://irbank.net/E33822/results,,2026-08-13T11:40:46.611262+09:00
