period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2002-03,1969,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,196435,"196,435",,,,kabutan_fy10=196435,https://kabutan.jp/stock/finance?code=1969,,2026-08-29T10:38:54.893065+09:00
FY2003-03,1969,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,196232,"196,232",,,,kabutan_fy10=196232,https://kabutan.jp/stock/finance?code=1969,,2026-08-29T10:38:54.893065+09:00
FY2004-03,1969,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,177051,"177,051",,,,kabutan_fy10=177051,https://kabutan.jp/stock/finance?code=1969,,2026-08-29T10:38:54.893065+09:00
FY2005-03,1969,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,204127,"204,127",,,,kabutan_fy10=204127,https://kabutan.jp/stock/finance?code=1969,,2026-08-29T10:38:54.893065+09:00
FY2006-03,1969,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,193556,"193,556",,,,kabutan_fy10=193556,https://kabutan.jp/stock/finance?code=1969,,2026-08-29T10:38:54.893065+09:00
FY2007-03,1969,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,217482,"217,482",,,,kabutan_fy10=217482,https://kabutan.jp/stock/finance?code=1969,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1969,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,24800,248億,,,,irbank_cf=24800,https://irbank.net/E00149/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1969,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,90.84,90.84,,,,irbank_pl_consolidated=90.84,https://irbank.net/E00149/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1969,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,41.9,41.9,,,,irbank_bs=41.9,https://irbank.net/E00149/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1969,financing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-3060,-30.6億,,,,irbank_cf=-3060,https://irbank.net/E00149/results,,2026-08-29T10:38:54.893065+09:00
