period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2017-11,5243,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_comprehensive,-6.38,-6.38,,,,irbank_pl_comprehensive=-6.38,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2017-11,5243,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,0.6,0.6,,,,irbank_bs=0.6,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2017-11,5243,net_assets,,JPY_million,1,SINGLE_SOURCE,irbank_bs,1,0.01億,,,,irbank_bs=1,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2017-11,5243,net_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_comprehensive,-136,-1.36億,,,,irbank_pl_comprehensive=-136,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2017-11,5243,ordinary_income,,JPY_million,1,SINGLE_SOURCE,irbank_pl_comprehensive,-135,-1.35億,,,,irbank_pl_comprehensive=-135,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2017-11,5243,revenue,210,JPY_million,1,OK|ROUNDING|NONCONSOLIDATED|PERIOD_ASTERISK,kabutan_fy10,210,210,irbank_pl_comprehensive,211,2.11億,kabutan_fy10=210|irbank_pl_comprehensive=211,https://kabutan.jp/stock/finance?code=5243,https://irbank.net/E38043/results,2026-08-31T01:24:49.228521+09:00
FY2017-11,5243,total_assets,,JPY_million,1,SINGLE_SOURCE,irbank_bs,249,2.49億,,,,irbank_bs=249,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2018-11,5243,eps,,JPY,0.01,SINGLE_SOURCE,irbank_pl_comprehensive,-3.04,-3.04,,,,irbank_pl_comprehensive=-3.04,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2018-11,5243,equity_ratio,,pct,0.1,SINGLE_SOURCE,irbank_bs,53.7,53.7,,,,irbank_bs=53.7,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
FY2018-11,5243,net_assets,,JPY_million,1,SINGLE_SOURCE,irbank_bs,559,5.59億,,,,irbank_bs=559,https://irbank.net/E38043/results,,2026-08-31T01:24:49.228521+09:00
