period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2002-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,500036,"500,036",,,,kabutan_fy10=500036,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2003-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,435132,"435,132",,,,kabutan_fy10=435132,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2004-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,426037,"426,037",,,,kabutan_fy10=426037,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2005-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,430906,"430,906",,,,kabutan_fy10=430906,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2006-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,436979,"436,979",,,,kabutan_fy10=436979,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2007-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,452645,"452,645",,,,kabutan_fy10=452645,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-4250,-42.5億,,,,irbank_cf=-4250,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,37500,375億,,,,irbank_cf=37500,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,45.84,45.84,,,,irbank_bs=45.84,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,financing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-1890,-18.9億,,,,irbank_cf=-1890,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,free_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,25600,256億,,,,irbank_cf=25600,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,interest_bearing_debt,,JPY_million,100,SINGLE_SOURCE,irbank_bs,10100,101億,,,,irbank_bs=10100,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,0.0587,5.87,,,,irbank_bs=0.0587,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,2440,24.4億,,,,irbank_cf=2440,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,173200,1732億,,,,irbank_bs=173200,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,operating_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,23200,232億,,,,irbank_cf=23200,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,retained_earnings,,JPY_million,100,SINGLE_SOURCE,irbank_bs,153400,1534億,,,,irbank_bs=153400,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,468608,"468,608",,,,kabutan_fy10=468608,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,shareholders_equity,,JPY_million,100,SINGLE_SOURCE,irbank_bs,169700,1697億,,,,irbank_bs=169700,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1942,total_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,373700,3737億,,,,irbank_bs=373700,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-4380,-43.8億,,,,irbank_cf=-4380,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,41100,411億,,,,irbank_cf=41100,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,44.57,44.57,,,,irbank_bs=44.57,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,financing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-3520,-35.2億,,,,irbank_cf=-3520,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,free_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,7120,71.2億,,,,irbank_cf=7120,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,interest_bearing_debt,,JPY_million,100,SINGLE_SOURCE,irbank_bs,11500,115億,,,,irbank_bs=11500,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,0.0683,6.83,,,,irbank_bs=0.0683,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-9830,-98.3億,,,,irbank_cf=-9830,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,172500,1725億,,,,irbank_bs=172500,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,operating_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,16900,169億,,,,irbank_cf=16900,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,retained_earnings,,JPY_million,100,SINGLE_SOURCE,irbank_bs,156600,1566億,,,,irbank_bs=156600,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,473804,"473,804",,,,kabutan_fy10=473804,https://kabutan.jp/stock/finance?code=1942,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,shareholders_equity,,JPY_million,100,SINGLE_SOURCE,irbank_bs,172900,1729億,,,,irbank_bs=172900,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1942,total_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,379100,3791億,,,,irbank_bs=379100,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2010-03,1942,bps,,JPY,0.01,SINGLE_SOURCE,irbank_bs,846.64,846.64,,,,irbank_bs=846.64,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2010-03,1942,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-4170,-41.7億,,,,irbank_cf=-4170,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2010-03,1942,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,39100,391億,,,,irbank_cf=39100,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2010-03,1942,equity_ratio,,pct,1,SINGLE_SOURCE,irbank_bs,46,46,,,,irbank_bs=46,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2010-03,1942,financing_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,-4400,-44億,,,,irbank_cf=-4400,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
FY2010-03,1942,free_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,2470,24.7億,,,,irbank_cf=2470,https://irbank.net/E00074/results,,2026-08-29T10:38:54.893065+09:00
