period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2002-03,6508,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,200074,"200,074",,,,kabutan_fy10=200074,https://kabutan.jp/stock/finance?code=6508,,2026-09-01T16:23:03.525957+09:00
FY2003-03,6508,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,184853,"184,853",,,,kabutan_fy10=184853,https://kabutan.jp/stock/finance?code=6508,,2026-09-01T16:23:03.525957+09:00
FY2004-03,6508,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,181560,"181,560",,,,kabutan_fy10=181560,https://kabutan.jp/stock/finance?code=6508,,2026-09-01T16:23:03.525957+09:00
FY2005-03,6508,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,185442,"185,442",,,,kabutan_fy10=185442,https://kabutan.jp/stock/finance?code=6508,,2026-09-01T16:23:03.525957+09:00
FY2006-03,6508,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,183747,"183,747",,,,kabutan_fy10=183747,https://kabutan.jp/stock/finance?code=6508,,2026-09-01T16:23:03.525957+09:00
FY2007-03,6508,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,194193,"194,193",,,,kabutan_fy10=194193,https://kabutan.jp/stock/finance?code=6508,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,capex,,JPY_million,100,SINGLE_SOURCE,irbank_cf,-12600,-126億,,,,irbank_cf=-12600,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,10200,102億,,,,irbank_cf=10200,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,78.17,78.17,,,,irbank_pl_consolidated=78.17,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,24.53,24.53,,,,irbank_bs=24.53,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,financing_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,13100,131億,,,,irbank_cf=13100,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,free_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-8520,-85.2億,,,,irbank_cf=-8520,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,interest_bearing_debt,,JPY_million,100,SINGLE_SOURCE,irbank_bs,73000,730億,,,,irbank_bs=73000,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,1.2589,125.89,,,,irbank_bs=1.2589,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,investing_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,-12900,-129億,,,,irbank_cf=-12900,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,60200,602億,,,,irbank_bs=60200,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,net_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,2410,24.1億,,,,irbank_pl_consolidated=2410,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,operating_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,4350,43.5億,,,,irbank_cf=4350,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,operating_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,7590,75.9億,,,,irbank_pl_consolidated=7590,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,operating_margin,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,3.73,3.73,,,,irbank_pl_consolidated=3.73,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,ordinary_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,5220,52.2億,,,,irbank_pl_consolidated=5220,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,retained_earnings,,JPY_million,100,SINGLE_SOURCE,irbank_bs,21600,216億,,,,irbank_bs=21600,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,revenue,203514,JPY_million,100,OK|ROUNDING,kabutan_fy10,203514,"203,514",irbank_pl_consolidated,203500,2035億,kabutan_fy10=203514|irbank_pl_consolidated=203500,https://kabutan.jp/stock/finance?code=6508,https://irbank.net/E01744/results,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,roa,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,1.02,1.02,,,,irbank_pl_consolidated=1.02,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,roe,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,4.15,4.15,,,,irbank_pl_consolidated=4.15,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6508,sga_ratio,,pct,0.1,SINGLE_SOURCE,irbank_pl_consolidated,18.1,18.1,,,,irbank_pl_consolidated=18.1,https://irbank.net/E01744/results,,2026-09-01T16:23:03.525957+09:00
