period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2002-03,6622,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,67052,"67,052",,,,kabutan_fy10=67052,https://kabutan.jp/stock/finance?code=6622,,2026-09-01T16:23:03.525957+09:00
FY2003-03,6622,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,62485,"62,485",,,,kabutan_fy10=62485,https://kabutan.jp/stock/finance?code=6622,,2026-09-01T16:23:03.525957+09:00
FY2004-03,6622,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,66744,"66,744",,,,kabutan_fy10=66744,https://kabutan.jp/stock/finance?code=6622,,2026-09-01T16:23:03.525957+09:00
FY2005-03,6622,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,77143,"77,143",,,,kabutan_fy10=77143,https://kabutan.jp/stock/finance?code=6622,,2026-09-01T16:23:03.525957+09:00
FY2006-03,6622,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,85619,"85,619",,,,kabutan_fy10=85619,https://kabutan.jp/stock/finance?code=6622,,2026-09-01T16:23:03.525957+09:00
FY2007-03,6622,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,95687,"95,687",,,,kabutan_fy10=95687,https://kabutan.jp/stock/finance?code=6622,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,capex,,JPY_million,100,SINGLE_SOURCE,irbank_cf,-10100,-101億,,,,irbank_cf=-10100,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,cash_equivalents,,JPY_million,10,SINGLE_SOURCE,irbank_cf,6830,68.3億,,,,irbank_cf=6830,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,cost_ratio,,pct,0.01,SINGLE_SOURCE,irbank_pl_consolidated,65.58,65.58,,,,irbank_pl_consolidated=65.58,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,44.05,44.05,,,,irbank_bs=44.05,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,financing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,4640,46.4億,,,,irbank_cf=4640,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,free_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-4780,-47.8億,,,,irbank_cf=-4780,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,interest_bearing_debt,,JPY_million,100,SINGLE_SOURCE,irbank_bs,24700,247億,,,,irbank_bs=24700,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,0.5353,53.53,,,,irbank_bs=0.5353,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,investing_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,-10200,-102億,,,,irbank_cf=-10200,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,48300,483億,,,,irbank_bs=48300,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,net_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,5480,54.8億,,,,irbank_pl_consolidated=5480,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,operating_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,5450,54.5億,,,,irbank_cf=5450,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
FY2008-03,6622,operating_income,,JPY_million,10,SINGLE_SOURCE,irbank_pl_consolidated,8940,89.4億,,,,irbank_pl_consolidated=8940,https://irbank.net/E01750/results,,2026-09-01T16:23:03.525957+09:00
