period,code,metric,value,unit,tolerance,status,source_primary,value_primary,raw_primary,source_secondary,value_secondary,raw_secondary,sources_all,source_url_primary,source_url_secondary,fetched_at
FY2002-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,465941,"465,941",,,,kabutan_fy10=465941,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2003-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,413702,"413,702",,,,kabutan_fy10=413702,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2004-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,381158,"381,158",,,,kabutan_fy10=381158,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2005-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,403440,"403,440",,,,kabutan_fy10=403440,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2006-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,451514,"451,514",,,,kabutan_fy10=451514,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2007-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,482125,"482,125",,,,kabutan_fy10=482125,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-3660,-36.6億,,,,irbank_cf=-3660,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,66600,666億,,,,irbank_cf=66600,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,59.01,59.01,,,,irbank_bs=59.01,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,financing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-8450,-84.5億,,,,irbank_cf=-8450,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,free_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,22400,224億,,,,irbank_cf=22400,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,interest_bearing_debt,,JPY_million,100,SINGLE_SOURCE,irbank_bs,22700,227億,,,,irbank_bs=22700,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,0.0747,7.47,,,,irbank_bs=0.0747,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,410,4.1億,,,,irbank_cf=410,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,305100,3051億,,,,irbank_bs=305100,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,operating_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,22000,220億,,,,irbank_cf=22000,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,retained_earnings,,JPY_million,100,SINGLE_SOURCE,irbank_bs,248900,2489億,,,,irbank_bs=248900,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,revenue,,JPY_million,1,SINGLE_SOURCE,kabutan_fy10,529635,"529,635",,,,kabutan_fy10=529635,https://kabutan.jp/stock/finance?code=1944,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,shareholders_equity,,JPY_million,100,SINGLE_SOURCE,irbank_bs,289500,2895億,,,,irbank_bs=289500,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2008-03,1944,total_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,516100,5161億,,,,irbank_bs=516100,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,capex,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-5790,-57.9億,,,,irbank_cf=-5790,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,cash_equivalents,,JPY_million,100,SINGLE_SOURCE,irbank_cf,50000,500億,,,,irbank_cf=50000,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,equity_ratio,,pct,0.01,SINGLE_SOURCE,irbank_bs,58.58,58.58,,,,irbank_bs=58.58,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,financing_cf,,JPY_million,100,SINGLE_SOURCE,irbank_cf,-12200,-122億,,,,irbank_cf=-12200,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,free_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-2950,-29.5億,,,,irbank_cf=-2950,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,interest_bearing_debt,,JPY_million,100,SINGLE_SOURCE,irbank_bs,18200,182億,,,,irbank_bs=18200,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,interest_bearing_debt_ratio,,x,0.0001,SINGLE_SOURCE|UNIT_CONVERTED,irbank_bs,0.0607,6.07,,,,irbank_bs=0.0607,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,investing_cf,,JPY_million,10,SINGLE_SOURCE,irbank_cf,-5720,-57.2億,,,,irbank_cf=-5720,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
FY2009-03,1944,net_assets,,JPY_million,100,SINGLE_SOURCE,irbank_bs,300500,3005億,,,,irbank_bs=300500,https://irbank.net/E00075/results,,2026-08-29T10:38:54.893065+09:00
